gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
male,group C,some high school,free/reduced,none,35,26,27
female,group C,some college,standard,completed,66,80,82
female,group E,associate's degree,standard,none,64,73,77
female,group A,master's degree,standard,completed,72,83,83
female,group C,bachelor's degree,free/reduced,none,49,69,62
female,group B,associate's degree,free/reduced,none,46,52,49
male,group B,master's degree,free/reduced,completed,83,86,85
male,group E,associate's degree,free/reduced,completed,58,56,56
female,group C,high school,standard,none,75,81,82
male,group E,associate's degree,standard,none,77,66,61
female,group A,associate's degree,standard,none,80,83,81
male,group C,high school,standard,none,48,41,42
female,group B,some college,standard,none,56,70,72
male,group E,high school,free/reduced,none,81,83,73
male,group D,some high school,standard,completed,57,51,50
female,group A,some high school,free/reduced,none,53,76,70
female,group B,some college,standard,none,55,62,60
male,group B,high school,free/reduced,none,24,35,25
female,group D,some high school,standard,none,77,88,85
female,group A,some high school,standard,none,58,59,58
male,group C,bachelor's degree,standard,none,70,65,62
male,group B,high school,standard,none,75,74,71
female,group D,associate's degree,free/reduced,none,65,71,78
male,group C,high school,standard,completed,81,74,76
male,group C,some college,standard,completed,64,69,64
male,group B,some high school,standard,completed,46,43,42
female,group D,associate's degree,free/reduced,none,65,73,75
female,group B,master's degree,standard,completed,85,93,92
female,group B,high school,free/reduced,none,59,76,70
male,group C,master's degree,standard,none,98,92,90
female,group E,some high school,standard,none,70,78,77
female,group E,some college,standard,none,88,88,77
female,group B,high school,standard,none,55,66,60
male,group C,high school,standard,completed,77,77,74
female,group C,some college,free/reduced,none,50,67,61
female,group B,bachelor's degree,standard,none,91,89,88
male,group C,high school,standard,none,78,61,64
male,group C,associate's degree,free/reduced,completed,56,66,61
female,group E,bachelor's degree,standard,completed,81,90,82
male,group D,some college,standard,completed,70,73,67
male,group D,some college,standard,completed,58,52,55
female,group D,associate's degree,free/reduced,none,53,66,69
female,group E,some college,standard,none,83,80,80
male,group B,some college,free/reduced,none,50,57,54
female,group C,some high school,free/reduced,none,51,59,54
female,group C,some high school,standard,none,54,67,71
male,group B,high school,standard,none,47,42,40
male,group C,high school,standard,completed,81,75,73
male,group C,some college,standard,none,50,57,47
male,group C,master's degree,free/reduced,none,82,76,71
female,group D,some high school,standard,none,46,50,52
male,group D,bachelor's degree,standard,completed,73,69,69
male,group D,associate's degree,standard,none,59,52,55
female,group B,bachelor's degree,standard,none,75,80,78
female,group B,bachelor's degree,standard,completed,90,94,100
male,group D,high school,free/reduced,none,34,30,33
male,group C,some high school,standard,completed,68,63,62
male,group C,master's degree,standard,none,88,83,79
male,group E,some college,standard,none,91,70,70
female,group C,some college,free/reduced,none,45,66,59
male,group B,some college,free/reduced,none,70,67,66
female,group D,high school,standard,none,56,63,60
female,group C,high school,standard,none,71,82,78
female,group D,some high school,standard,none,54,68,68
male,group C,high school,standard,none,75,74,67
female,group D,master's degree,standard,none,84,86,92
female,group B,bachelor's degree,free/reduced,completed,46,66,72
male,group D,some high school,free/reduced,none,33,29,27
male,group D,high school,standard,completed,68,61,59
male,group D,some college,standard,none,79,62,69
female,group D,high school,standard,none,72,83,81
female,group A,high school,free/reduced,none,56,63,58
male,group D,bachelor's degree,standard,completed,85,90,88
female,group D,bachelor's degree,standard,none,86,86,95
female,group C,some college,free/reduced,none,65,62,65
male,group A,associate's degree,free/reduced,completed,55,48,44
male,group C,high school,standard,none,72,62,61
female,group B,some college,standard,none,61,62,63
female,group B,some college,standard,none,39,53,49
female,group C,some college,free/reduced,none,73,74,76
female,group D,associate's degree,standard,none,79,84,89
female,group B,some college,standard,completed,67,75,71
male,group B,bachelor's degree,standard,none,52,53,54
male,group D,master's degree,standard,completed,89,79,80
male,group B,associate's degree,free/reduced,none,51,56,48
male,group A,high school,standard,completed,47,58,54
female,group E,some college,free/reduced,none,55,76,66
female,group D,some high school,free/reduced,none,42,58,54
female,group B,master's degree,free/reduced,completed,65,87,86
male,group C,associate's degree,free/reduced,completed,79,84,77
male,group C,some high school,standard,none,64,54,50
male,group C,some college,standard,completed,66,57,59
male,group C,high school,standard,completed,66,55,51
female,group C,associate's degree,standard,none,77,93,89
female,group C,master's degree,standard,none,78,91,89
female,group B,bachelor's degree,free/reduced,completed,36,49,52
male,group D,some high school,standard,none,60,57,52
male,group B,associate's degree,free/reduced,none,68,63,60
male,group B,high school,standard,none,42,43,39
female,group C,associate's degree,standard,none,69,65,68
male,group C,bachelor's degree,standard,completed,85,84,83
male,group B,associate's degree,standard,none,75,67,62
female,group D,some high school,standard,none,60,71,63
male,group C,master's degree,standard,none,63,62,51
male,group C,some college,standard,none,68,68,66
male,group E,master's degree,standard,none,77,69,70
female,group C,some high school,standard,none,68,83,79
male,group B,some high school,standard,none,86,74,69
female,group D,high school,standard,none,63,59,68
male,group D,associate's degree,standard,none,74,64,59
male,group D,some high school,free/reduced,none,63,62,58
male,group E,some high school,free/reduced,completed,75,69,64
female,group A,bachelor's degree,standard,completed,70,77,83
male,group B,associate's degree,free/reduced,none,60,56,54
male,group C,bachelor's degree,standard,completed,73,69,77
male,group C,associate's degree,free/reduced,none,70,65,55
female,group C,some college,standard,none,75,83,84
male,group C,some high school,standard,none,74,72,63
male,group D,associate's degree,standard,completed,82,77,86
female,group B,some college,standard,none,47,65,57
female,group E,some college,standard,none,81,85,85
male,group E,associate's degree,standard,none,80,78,75
female,group C,some college,free/reduced,completed,69,83,88
male,group C,high school,standard,none,54,59,49
female,group D,associate's degree,standard,completed,75,88,94
female,group D,some college,standard,completed,67,79,81
female,group E,associate's degree,free/reduced,none,60,67,70
male,group D,bachelor's degree,standard,none,95,94,91
female,group D,associate's degree,standard,none,65,74,74
male,group C,some high school,free/reduced,none,70,69,60
male,group E,high school,standard,none,74,64,56
female,group B,bachelor's degree,free/reduced,none,50,64,59
female,group C,some high school,free/reduced,none,58,80,73
male,group E,associate's degree,standard,completed,88,83,85
female,group D,bachelor's degree,standard,none,45,53,52
female,group D,some college,free/reduced,none,56,72,65
male,group E,associate's degree,free/reduced,none,91,87,85
female,group E,master's degree,standard,completed,79,96,93
female,group C,high school,free/reduced,none,38,45,42
female,group D,high school,free/reduced,completed,63,81,81
female,group E,associate's degree,standard,none,97,100,100
female,group B,associate's degree,free/reduced,completed,75,82,83
male,group C,high school,standard,none,73,79,71
female,group D,some high school,free/reduced,completed,40,56,57
female,group C,some high school,standard,none,65,68,68
male,group B,associate's degree,standard,completed,77,74,73
female,group B,associate's degree,standard,none,66,58,61
female,group D,high school,standard,completed,41,55,51
male,group C,master's degree,standard,none,99,86,83
male,group C,bachelor's degree,free/reduced,none,37,33,34
female,group C,some college,standard,completed,71,82,81
male,group D,high school,standard,none,88,84,81
female,group D,associate's degree,standard,none,73,85,86
female,group C,associate's degree,standard,completed,70,84,84
male,group E,some college,standard,completed,70,67,65
female,group B,high school,standard,none,73,80,83
female,group D,some college,standard,none,84,88,92
female,group C,some high school,standard,completed,74,80,92
female,group B,some college,free/reduced,completed,40,59,66
female,group B,associate's degree,free/reduced,none,46,59,54
male,group E,some college,standard,none,78,79,70
female,group A,some college,free/reduced,none,78,89,84
female,group D,some college,standard,none,70,71,74
female,group B,associate's degree,free/reduced,none,58,59,59
male,group D,bachelor's degree,standard,completed,78,71,66
male,group E,master's degree,standard,none,77,60,67
male,group D,some college,standard,completed,70,66,67
male,group C,some college,free/reduced,none,52,60,46
female,group E,some college,free/reduced,none,78,82,82
female,group D,some college,standard,none,67,65,72
male,group D,some college,free/reduced,none,73,71,68
female,group A,bachelor's degree,free/reduced,none,44,64,62
female,group D,associate's degree,standard,none,48,61,61
